Accident_ID,District,Police_Station,Accident_DateTime,Latitude,Longitude,Road_Name,Road_Classification,Severity,No_of_Vehicles,Drivers_Killed,Drivers_Grievous_Injury,Drivers_Minor_Injury,Passengers_Killed,Passengers_Grievous_Injury,Passengers_Minor_Injury,Pedestrians_Killed,Pedestrians_Grievous_Injury,Pedestrians_Minor_Injury,Collision_Type,Collision_Feature,Weather_Condition,Light_Condition,Visibility,Traffic_Violation,Date,Year,Month,Hour,DayOfWeek,Month_Name,Severity_Score,Total_Killed,Total_Injured,Time_Category
ACC01155,Junagadh,Veraval PS,2023-06-07 08:03:00,21.6343,73.041644,Expressway,National Highway,Grievous,0,0,2,0,0,0,0,0,1,1,Rollover,Flyover,Unknown,Night - Street Light On,Poor,No Seatbelt,2023-06-07,2023,6,8,Wednesday,Jun,2,0,4,Morning
ACC01156,Mehsana,Unjha PS,2024-09-10 18:49:00,21.50366,73.014879,SH-41,District Road,Damage Only,2,0,0,0,0,0,0,0,0,0,Side Impact,Straight Road,Hazy,Dawn/Dusk,Moderate,Unknown,2024-09-10,2024,9,18,Tuesday,Sep,0,0,0,Evening
ACC01157,Vadodara,Fatehgunj PS,2022-12-19 00:48:00,20.943415,72.281236,City Road,District Road,Minor,3,0,0,1,0,0,2,0,0,0,Hit & Run,Junction/Intersection,Cloudy,Night - Street Light On,Unknown,Wrong Side Driving,2022-12-19,2022,12,0,Monday,Dec,1,0,3,Night
ACC01158,Ahmedabad,Maninagar PS,2021-11-29 07:59:00,21.422378,71.842336,NH-8,Rural Road,Fatal,1,0,1,0,1,0,1,1,1,1,Head-On,Pothole Area,Cloudy,Dawn/Dusk,Moderate,Overloading,2021-11-29,2021,11,7,Monday,Nov,3,2,4,Morning
ACC01163,Vadodara,Manjalpur PS,2023-08-21 21:57:00,21.765256,73.734062,NH-8,Urban Road,Damage Only,1,0,0,0,0,0,0,0,0,0,Head-On,Pothole Area,Rainy,Night - No Street Light,Poor,Signal Jumping,2023-08-21,2023,8,21,Monday,Aug,0,0,0,Evening
ACC01165,Mehsana,Unjha PS,2022-03-25 08:22:00,21.642109,73.290663,Industrial Road,District Road,Fatal,3,2,1,0,0,2,2,1,1,0,Side Impact,Flyover,Clear,Night - Street Light On,Poor,Mobile Phone Use,2022-03-25,2022,3,8,Friday,Mar,3,3,6,Morning
ACC01166,Mehsana,Unjha PS,2022-02-10 16:27:00,21.324614,74.269293,NH-48,State Highway,Fatal,2,0,1,0,1,2,2,1,0,0,Rollover,Speed Breaker,Foggy,Night - No Street Light,Unknown,Mobile Phone Use,2022-02-10,2022,2,16,Thursday,Feb,3,2,5,Afternoon
ACC01167,Bhavnagar,Sihor PS,2023-09-04 17:04:00,22.065769,73.432509,City Road,District Road,Minor,2,0,0,2,0,0,0,0,0,1,Hit & Run,Junction/Intersection,Rainy,Dawn/Dusk,Poor,Mobile Phone Use,2023-09-04,2023,9,17,Monday,Sep,1,0,3,Afternoon
ACC01168,Anand,Anand City PS,2024-01-16 14:53:00,24.03824,69.715365,Ring Road,National Highway,Grievous,1,0,3,1,0,2,1,0,1,0,Pedestrian Hit,Pothole Area,Cloudy,Night - Street Light On,Unknown,Unknown,2024-01-16,2024,1,14,Tuesday,Jan,2,0,8,Afternoon
ACC01169,Junagadh,Manavadar PS,2024-03-15 01:03:00,22.286739,71.734247,NH-27,District Road,Grievous,4,0,2,0,0,1,0,0,1,1,Head-On,Junction/Intersection,Foggy,Daylight,Unknown,Unknown,2024-03-15,2024,3,1,Friday,Mar,2,0,5,Night
ACC01170,Surat,Varachha PS,2021-03-16 07:45:00,21.328242,71.307935,SH-6,National Highway,Minor,4,0,0,3,0,0,0,0,0,0,Head-On,Pothole Area,Cloudy,Night - Street Light On,Good,No Seatbelt,2021-03-16,2021,3,7,Tuesday,Mar,1,0,3,Morning
ACC01171,Vadodara,Fatehgunj PS,2023-05-12 13:56:00,24.291633,72.98944,Industrial Road,Urban Road,Fatal,3,2,1,1,2,2,0,0,0,1,Head-On,Bridge,Hazy,Dawn/Dusk,Poor,Wrong Side Driving,2023-05-12,2023,5,13,Friday,May,3,4,5,Afternoon
ACC01172,Gandhinagar,Sector 7 PS,2024-11-27 16:44:00,23.999959,74.320692,NH-48,National Highway,Grievous,3,0,1,2,0,0,0,0,0,1,Single Vehicle,Flyover,Unknown,Night - No Street Light,Good,Unknown,2024-11-27,2024,11,16,Wednesday,Nov,2,0,4,Afternoon
ACC01173,Gandhinagar,Dehgam PS,2023-05-16 22:48:00,24.075865,70.889526,Ring Road,Rural Road,Minor,1,0,0,2,0,0,0,0,0,0,Hit & Run,Flyover,Clear,Daylight,Unknown,Signal Jumping,2023-05-16,2023,5,22,Tuesday,May,1,0,2,Night
ACC01174,Junagadh,Manavadar PS,2021-06-14 21:36:00,24.380248,71.639669,Ring Road,Urban Road,Grievous,4,0,1,2,0,1,2,0,1,1,Single Vehicle,Flyover,Rainy,Night - Street Light On,Unknown,Drunk Driving,2021-06-14,2021,6,21,Monday,Jun,2,0,8,Evening
ACC01175,Vadodara,Manjalpur PS,2024-04-17 09:10:00,23.402631,72.427868,City Road,District Road,Fatal,1,0,1,1,1,1,0,1,0,0,Rear-End,Straight Road,Unknown,Night - Street Light On,Poor,Mobile Phone Use,2024-04-17,2024,4,9,Wednesday,Apr,3,2,3,Morning
ACC01178,Ahmedabad,Bodakdev PS,2024-08-25 08:56:00,24.336637,73.777891,City Road,Urban Road,Fatal,4,0,2,1,2,0,1,0,0,1,Rollover,Straight Road,Rainy,Dawn/Dusk,Good,Drunk Driving,2024-08-25,2024,8,8,Sunday,Aug,3,2,5,Morning
ACC01179,Rajkot,Rajkot Central PS,2023-11-17 20:34:00,23.046861,73.511718,Bypass Road,Rural Road,Fatal,3,1,2,0,2,1,0,1,1,0,Rear-End,Speed Breaker,Rainy,Dawn/Dusk,Moderate,Unknown,2023-11-17,2023,11,20,Friday,Nov,3,4,4,Evening
ACC01181,Mehsana,Mehsana City PS,2024-07-25 05:59:00,23.193582,69.86785,SH-6,National Highway,Minor,4,0,0,1,0,0,0,0,0,0,Side Impact,Bridge,Unknown,Night - Street Light On,Poor,No Helmet,2024-07-25,2024,7,5,Thursday,Jul,1,0,1,Night
ACC01182,Surat,Varachha PS,2024-09-17 21:09:00,23.125095,70.669278,NH-48,State Highway,Minor,1,0,0,1,0,0,2,0,0,1,Rollover,Curve,Rainy,Dawn/Dusk,Poor,Wrong Side Driving,2024-09-17,2024,9,21,Tuesday,Sep,1,0,4,Evening
ACC01184,Gandhinagar,Sector 21 PS,2022-05-13 12:52:00,23.965841,71.544741,NH-27,National Highway,Minor,3,0,0,2,0,0,2,0,0,1,Side Impact,Speed Breaker,Cloudy,Dawn/Dusk,Moderate,Unknown,2022-05-13,2022,5,12,Friday,May,1,0,5,Afternoon
ACC01185,Anand,Vallabh Vidyanagar PS,2022-02-09 04:14:00,21.853334,71.90721,Industrial Road,State Highway,Minor,3,0,0,3,0,0,1,0,0,0,Rollover,Speed Breaker,Clear,Night - Street Light On,Poor,Unknown,2022-02-09,2022,2,4,Wednesday,Feb,1,0,4,Night
ACC01186,Vadodara,Sayajigunj PS,2022-06-10 05:38:00,20.948787,71.651156,NH-53,Urban Road,Damage Only,2,0,0,0,0,0,0,0,0,0,Head-On,Bridge,Clear,Dawn/Dusk,Unknown,Signal Jumping,2022-06-10,2022,6,5,Friday,Jun,0,0,0,Night
ACC01187,Bharuch,Vagra PS,2024-06-03 18:58:00,22.863762,71.804323,Expressway,Urban Road,Minor,4,0,0,2,0,0,0,0,0,1,Rollover,Pothole Area,Hazy,Night - Street Light On,Moderate,No Helmet,2024-06-03,2024,6,18,Monday,Jun,1,0,3,Evening
ACC01188,Mehsana,Kadi PS,2024-06-05 05:23:00,22.09561,69.656472,Airport Road,Urban Road,Grievous,2,0,3,2,0,0,2,0,0,0,Rear-End,Unknown,Foggy,Night - Street Light On,Good,No Helmet,2024-06-05,2024,6,5,Wednesday,Jun,2,0,7,Night
ACC01189,Vadodara,Manjalpur PS,2021-01-21 00:00:00,21.432127,74.266999,Expressway,State Highway,Minor,2,0,0,1,0,0,1,0,0,0,Hit & Run,Curve,Hazy,Daylight,Poor,Unknown,2021-01-21,2021,1,0,Thursday,Jan,1,0,2,Night
ACC01190,Rajkot,Kalavad Road PS,2021-08-31 00:13:00,22.744594,73.77714,SH-41,State Highway,Minor,4,0,0,2,0,0,0,0,0,0,Rollover,Straight Road,Hazy,Dawn/Dusk,Poor,Unknown,2021-08-31,2021,8,0,Tuesday,Aug,1,0,2,Night
ACC01192,Junagadh,Manavadar PS,2023-04-01 04:58:00,24.424759,71.534754,SH-41,Rural Road,Minor,1,0,0,2,0,0,2,0,0,1,Head-On,Flyover,Foggy,Dawn/Dusk,Moderate,Over Speeding,2023-04-01,2023,4,4,Saturday,Apr,1,0,5,Night
ACC01193,Rajkot,Rajkot Central PS,2023-07-08 19:26:00,24.407658,70.199195,Bypass Road,State Highway,Minor,2,0,0,2,0,0,1,0,0,1,Rear-End,Pothole Area,Unknown,Night - No Street Light,Good,Mobile Phone Use,2023-07-08,2023,7,19,Saturday,Jul,1,0,4,Evening
ACC01194,Ahmedabad,Maninagar PS,2022-10-14 07:04:00,22.317945,73.457647,NH-27,State Highway,Minor,4,0,0,2,0,0,0,0,0,0,Head-On,Bridge,Cloudy,Night - Street Light On,Moderate,Drunk Driving,2022-10-14,2022,10,7,Friday,Oct,1,0,2,Morning
ACC01195,Anand,Anand City PS,2024-03-24 21:11:00,20.774419,72.018687,SH-41,Urban Road,Minor,2,0,0,2,0,0,0,0,0,0,Rollover,Straight Road,Hazy,Night - Street Light On,Unknown,Wrong Side Driving,2024-03-24,2024,3,21,Sunday,Mar,1,0,2,Evening
ACC01196,Gandhinagar,Sector 7 PS,2022-08-25 09:17:00,21.418411,73.012304,Bypass Road,State Highway,Grievous,3,0,1,0,0,1,2,0,1,1,Hit & Run,Unknown,Unknown,Dawn/Dusk,Moderate,Wrong Side Driving,2022-08-25,2022,8,9,Thursday,Aug,2,0,6,Morning
ACC01197,Ahmedabad,Bapunagar PS,2021-05-27 15:40:00,24.327023,73.021867,SH-20,State Highway,Fatal,0,1,0,1,1,0,2,0,0,1,Head-On,Curve,Unknown,Night - Street Light On,Poor,Drunk Driving,2021-05-27,2021,5,15,Thursday,May,3,2,4,Afternoon
ACC01198,Bharuch,Jhagadia PS,2024-01-21 23:05:00,23.815698,73.361557,SH-14,Urban Road,Grievous,1,0,1,1,0,1,0,0,0,1,Side Impact,Speed Breaker,Cloudy,Night - No Street Light,Moderate,Unknown,2024-01-21,2024,1,23,Sunday,Jan,2,0,4,Night
ACC01199,Surat,Varachha PS,2021-01-24 18:15:00,23.785333,70.109279,SH-14,National Highway,Fatal,1,2,0,1,0,2,2,1,0,0,Head-On,Straight Road,Rainy,Night - Street Light On,Moderate,Drunk Driving,2021-01-24,2021,1,18,Sunday,Jan,3,3,5,Evening
ACC01200,Junagadh,Veraval PS,2024-01-20 17:25:00,21.382025,72.785582,City Road,District Road,Minor,3,0,0,1,0,0,1,0,0,1,Hit & Run,Straight Road,Rainy,Dawn/Dusk,Poor,Signal Jumping,2024-01-20,2024,1,17,Saturday,Jan,1,0,3,Afternoon
ACC01202,Junagadh,Veraval PS,2022-04-01 02:05:00,24.038331,70.555725,NH-27,State Highway,Grievous,2,0,1,1,0,2,0,0,0,0,Head-On,Junction/Intersection,Hazy,Night - No Street Light,Good,No Helmet,2022-04-01,2022,4,2,Friday,Apr,2,0,4,Night
ACC01205,Vadodara,Fatehgunj PS,2022-11-01 22:48:00,24.345106,74.250205,NH-53,Rural Road,Minor,3,0,0,2,0,0,2,0,0,1,Single Vehicle,Pothole Area,Hazy,Night - No Street Light,Good,Signal Jumping,2022-11-01,2022,11,22,Tuesday,Nov,1,0,5,Night
ACC01206,Surat,Katargam PS,2023-03-07 16:25:00,24.369381,69.589975,Ring Road,Urban Road,Fatal,0,2,0,1,2,2,2,1,0,0,Hit & Run,Flyover,Clear,Night - No Street Light,Good,Signal Jumping,2023-03-07,2023,3,16,Tuesday,Mar,3,5,5,Afternoon
ACC01208,Surat,Udhna PS,2024-06-30 22:34:00,20.712021,70.297546,SH-41,District Road,Damage Only,2,0,0,0,0,0,0,0,0,0,Hit & Run,Pothole Area,Foggy,Night - No Street Light,Poor,Unknown,2024-06-30,2024,6,22,Sunday,Jun,0,0,0,Night
ACC01209,Surat,Varachha PS,2022-08-09 23:35:00,21.394973,70.175079,Airport Road,State Highway,Fatal,3,2,1,1,0,1,1,1,0,0,Head-On,Straight Road,Unknown,Daylight,Unknown,No Helmet,2022-08-09,2022,8,23,Tuesday,Aug,3,3,4,Night
ACC01211,Anand,Borsad PS,2021-02-02 04:12:00,24.673804,70.400545,NH-27,National Highway,Fatal,1,1,1,1,1,1,0,0,0,1,Side Impact,Pothole Area,Clear,Daylight,Unknown,Wrong Side Driving,2021-02-02,2021,2,4,Tuesday,Feb,3,2,4,Night
ACC01212,Bharuch,Ankleshwar PS,2022-01-03 08:19:00,21.228357,70.886727,SH-14,Urban Road,Minor,3,0,0,3,0,0,1,0,0,0,Head-On,Junction/Intersection,Unknown,Night - No Street Light,Moderate,Drunk Driving,2022-01-03,2022,1,8,Monday,Jan,1,0,4,Morning
ACC01213,Bharuch,Vagra PS,2021-09-10 18:59:00,23.588968,72.114518,Airport Road,State Highway,Damage Only,3,0,0,0,0,0,0,0,0,0,Hit & Run,Pothole Area,Foggy,Dawn/Dusk,Moderate,No Seatbelt,2021-09-10,2021,9,18,Friday,Sep,0,0,0,Evening
ACC01214,Anand,Anand City PS,2024-02-09 07:12:00,23.382022,72.051368,Airport Road,National Highway,Damage Only,2,0,0,0,0,0,0,0,0,0,Hit & Run,Straight Road,Foggy,Dawn/Dusk,Good,Signal Jumping,2024-02-09,2024,2,7,Friday,Feb,0,0,0,Morning
ACC01216,Bhavnagar,Palitana PS,2022-03-12 21:08:00,24.692141,69.73218,NH-53,District Road,Damage Only,4,0,0,0,0,0,0,0,0,0,Pedestrian Hit,Curve,Foggy,Night - Street Light On,Moderate,No Seatbelt,2022-03-12,2022,3,21,Saturday,Mar,0,0,0,Evening
ACC01217,Anand,Petlad PS,2024-04-30 20:11:00,22.120762,72.018282,Expressway,Rural Road,Grievous,2,0,1,2,0,2,0,0,1,0,Rear-End,Speed Breaker,Foggy,Night - Street Light On,Good,Signal Jumping,2024-04-30,2024,4,20,Tuesday,Apr,2,0,6,Evening
ACC01218,Surat,Udhna PS,2023-05-17 19:12:00,23.772531,69.948011,SH-6,Rural Road,Grievous,4,0,2,1,0,1,0,0,1,1,Side Impact,Straight Road,Hazy,Night - Street Light On,Good,Unknown,2023-05-17,2023,5,19,Wednesday,May,2,0,6,Evening
ACC01221,Surat,Varachha PS,2024-06-12 10:10:00,23.762285,69.912283,Expressway,District Road,Minor,4,0,0,2,0,0,0,0,0,1,Pedestrian Hit,Unknown,Cloudy,Night - No Street Light,Good,Signal Jumping,2024-06-12,2024,6,10,Wednesday,Jun,1,0,3,Morning
ACC01223,Anand,Khambhat PS,2023-04-24 23:04:00,22.159957,71.159918,Industrial Road,State Highway,Grievous,1,0,3,1,0,2,2,0,0,0,Rear-End,Curve,Hazy,Dawn/Dusk,Poor,Unknown,2023-04-24,2023,4,23,Monday,Apr,2,0,8,Night
ACC01225,Vadodara,Gotri PS,2024-04-14 22:59:00,23.805675,73.562251,NH-27,National Highway,Grievous,1,0,1,2,0,2,0,0,1,1,Side Impact,Speed Breaker,Foggy,Night - Street Light On,Poor,Over Speeding,2024-04-14,2024,4,22,Sunday,Apr,2,0,7,Night
ACC01227,Vadodara,Fatehgunj PS,2023-07-12 16:41:00,22.322163,71.54393,SH-41,District Road,Grievous,3,0,0,2,0,1,1,0,1,0,Side Impact,Speed Breaker,Clear,Dawn/Dusk,Good,Wrong Side Driving,2023-07-12,2023,7,16,Wednesday,Jul,2,0,5,Afternoon
ACC01228,Bhavnagar,Mahuva PS,2024-01-04 08:25:00,23.225461,72.426201,Industrial Road,District Road,Fatal,4,0,0,0,0,0,2,1,1,0,Side Impact,Flyover,Cloudy,Night - Street Light On,Moderate,Over Speeding,2024-01-04,2024,1,8,Thursday,Jan,3,1,3,Morning
ACC01229,Ahmedabad,Bodakdev PS,2023-04-01 04:00:00,21.584197,72.714466,City Road,State Highway,Minor,3,0,0,2,0,0,1,0,0,1,Rollover,Junction/Intersection,Foggy,Dawn/Dusk,Unknown,No Helmet,2023-04-01,2023,4,4,Saturday,Apr,1,0,4,Night
ACC01231,Anand,Khambhat PS,2022-06-07 10:06:00,24.202161,69.738076,NH-8,Rural Road,Damage Only,0,0,0,0,0,0,0,0,0,0,Rollover,Bridge,Foggy,Daylight,Moderate,Wrong Side Driving,2022-06-07,2022,6,10,Tuesday,Jun,0,0,0,Morning
ACC01232,Junagadh,Porbandar PS,2023-12-31 13:01:00,21.173554,71.060698,NH-48,District Road,Minor,3,0,0,2,0,0,0,0,0,0,Single Vehicle,Straight Road,Rainy,Dawn/Dusk,Moderate,Over Speeding,2023-12-31,2023,12,13,Sunday,Dec,1,0,2,Afternoon
ACC01233,Junagadh,Porbandar PS,2021-05-05 05:02:00,21.630809,71.95222,Airport Road,District Road,Grievous,3,0,3,2,0,2,0,0,0,1,Rear-End,Unknown,Hazy,Night - No Street Light,Good,Wrong Side Driving,2021-05-05,2021,5,5,Wednesday,May,2,0,8,Night
ACC01234,Bhavnagar,Palitana PS,2024-05-06 15:55:00,23.877838,71.167966,SH-41,State Highway,Fatal,3,1,1,0,2,0,1,1,0,1,Side Impact,Curve,Hazy,Night - No Street Light,Good,Wrong Side Driving,2024-05-06,2024,5,15,Monday,May,3,4,3,Afternoon
ACC01236,Surat,Katargam PS,2024-06-17 08:17:00,24.1108,73.149014,NH-27,State Highway,Damage Only,0,0,0,0,0,0,0,0,0,0,Side Impact,Speed Breaker,Rainy,Night - No Street Light,Poor,Unknown,2024-06-17,2024,6,8,Monday,Jun,0,0,0,Morning
ACC01237,Mehsana,Unjha PS,2022-10-02 04:02:00,22.692198,70.996969,SH-14,Rural Road,Minor,3,0,0,1,0,0,2,0,0,1,Rollover,Junction/Intersection,Hazy,Night - No Street Light,Good,Unknown,2022-10-02,2022,10,4,Sunday,Oct,1,0,4,Night
ACC01238,Gandhinagar,Dehgam PS,2021-11-22 06:00:00,23.571227,71.920155,NH-8,District Road,Damage Only,4,0,0,0,0,0,0,0,0,0,Single Vehicle,Bridge,Unknown,Night - No Street Light,Good,Unknown,2021-11-22,2021,11,6,Monday,Nov,0,0,0,Morning
ACC01239,Vadodara,Fatehgunj PS,2024-08-17 07:10:00,22.075069,70.371745,Airport Road,National Highway,Minor,4,0,0,2,0,0,2,0,0,0,Hit & Run,Flyover,Foggy,Night - Street Light On,Unknown,No Seatbelt,2024-08-17,2024,8,7,Saturday,Aug,1,0,4,Morning
ACC01240,Ahmedabad,Bodakdev PS,2022-01-30 22:00:00,20.936249,72.24038,City Road,National Highway,Minor,2,0,0,2,0,0,0,0,0,1,Single Vehicle,Straight Road,Hazy,Daylight,Unknown,Unknown,2022-01-30,2022,1,22,Sunday,Jan,1,0,3,Night
ACC01241,Bharuch,Jhagadia PS,2024-02-28 09:26:00,22.831111,70.748573,NH-53,State Highway,Damage Only,4,0,0,0,0,0,0,0,0,0,Rear-End,Pothole Area,Rainy,Night - Street Light On,Unknown,Drunk Driving,2024-02-28,2024,2,9,Wednesday,Feb,0,0,0,Morning
ACC01242,Bhavnagar,Mahuva PS,2024-04-01 00:09:00,21.148795,71.711216,NH-48,Rural Road,Fatal,0,0,0,1,2,1,2,1,0,1,Single Vehicle,Flyover,Cloudy,Night - No Street Light,Poor,Unknown,2024-04-01,2024,4,0,Monday,Apr,3,3,5,Night
ACC01243,Mehsana,Kadi PS,2023-10-14 10:20:00,22.514224,73.634724,Airport Road,District Road,Damage Only,1,0,0,0,0,0,0,0,0,0,Rollover,Straight Road,Cloudy,Night - Street Light On,Unknown,Unknown,2023-10-14,2023,10,10,Saturday,Oct,0,0,0,Morning
ACC01244,Bharuch,Amod PS,2021-05-13 10:31:00,22.666001,71.312545,Industrial Road,District Road,Damage Only,0,0,0,0,0,0,0,0,0,0,Pedestrian Hit,Bridge,Rainy,Dawn/Dusk,Moderate,Unknown,2021-05-13,2021,5,10,Thursday,May,0,0,0,Morning
ACC01245,Junagadh,Manavadar PS,2023-06-27 13:13:00,24.061725,72.417061,Ring Road,District Road,Grievous,1,0,2,2,0,0,2,0,0,0,Head-On,Speed Breaker,Cloudy,Daylight,Moderate,Drunk Driving,2023-06-27,2023,6,13,Tuesday,Jun,2,0,6,Afternoon
ACC01246,Bhavnagar,Mahuva PS,2023-12-08 20:24:00,23.707035,72.932201,SH-41,State Highway,Grievous,1,0,1,0,0,2,1,0,0,0,Pedestrian Hit,Unknown,Cloudy,Daylight,Unknown,No Seatbelt,2023-12-08,2023,12,20,Friday,Dec,2,0,4,Evening
ACC01247,Mehsana,Unjha PS,2024-04-22 17:09:00,22.890799,69.831876,Expressway,Urban Road,Grievous,2,0,2,2,0,1,0,0,1,1,Rollover,Flyover,Cloudy,Night - No Street Light,Unknown,Over Speeding,2024-04-22,2024,4,17,Monday,Apr,2,0,7,Afternoon
ACC01248,Mehsana,Patan PS,2024-06-11 13:55:00,23.456186,74.238811,SH-20,District Road,Minor,2,0,0,3,0,0,0,0,0,0,Side Impact,Straight Road,Cloudy,Dawn/Dusk,Moderate,Drunk Driving,2024-06-11,2024,6,13,Tuesday,Jun,1,0,3,Afternoon
ACC01249,Bharuch,Jhagadia PS,2022-11-28 20:02:00,23.631106,73.80193,SH-20,District Road,Damage Only,0,0,0,0,0,0,0,0,0,0,Rear-End,Speed Breaker,Cloudy,Night - Street Light On,Poor,Mobile Phone Use,2022-11-28,2022,11,20,Monday,Nov,0,0,0,Evening
ACC01250,Surat,Varachha PS,2023-01-23 16:34:00,24.570549,70.043983,Bypass Road,Rural Road,Minor,3,0,0,1,0,0,0,0,0,1,Head-On,Pothole Area,Clear,Night - Street Light On,Moderate,Unknown,2023-01-23,2023,1,16,Monday,Jan,1,0,2,Afternoon
ACC01251,Junagadh,Porbandar PS,2021-08-22 10:40:00,23.868023,71.890965,Expressway,Urban Road,Minor,2,0,0,3,0,0,1,0,0,1,Head-On,Bridge,Cloudy,Dawn/Dusk,Good,Signal Jumping,2021-08-22,2021,8,10,Sunday,Aug,1,0,5,Morning
ACC01255,Junagadh,Keshod PS,2024-04-09 13:51:00,24.454977,69.989314,NH-8,Urban Road,Damage Only,3,0,0,0,0,0,0,0,0,0,Hit & Run,Pothole Area,Foggy,Dawn/Dusk,Moderate,Drunk Driving,2024-04-09,2024,4,13,Tuesday,Apr,0,0,0,Afternoon
ACC01256,Bhavnagar,Talaja PS,2024-01-21 09:41:00,22.984713,73.970915,Industrial Road,National Highway,Damage Only,0,0,0,0,0,0,0,0,0,0,Head-On,Bridge,Clear,Night - No Street Light,Good,Signal Jumping,2024-01-21,2024,1,9,Sunday,Jan,0,0,0,Morning
ACC01258,Mehsana,Visnagar PS,2021-02-22 23:08:00,23.407242,70.651929,City Road,District Road,Damage Only,3,0,0,0,0,0,0,0,0,0,Single Vehicle,Curve,Clear,Night - Street Light On,Unknown,Unknown,2021-02-22,2021,2,23,Monday,Feb,0,0,0,Night
ACC01260,Bharuch,Vagra PS,2022-05-08 08:11:00,24.339909,73.448887,NH-53,Urban Road,Minor,4,0,0,2,0,0,2,0,0,0,Rear-End,Curve,Foggy,Daylight,Good,Wrong Side Driving,2022-05-08,2022,5,8,Sunday,May,1,0,4,Morning
ACC01262,Anand,Khambhat PS,2023-06-09 09:08:00,21.833713,71.562388,SH-6,State Highway,Grievous,4,0,3,2,0,1,0,0,0,0,Hit & Run,Bridge,Rainy,Daylight,Poor,Unknown,2023-06-09,2023,6,9,Friday,Jun,2,0,6,Morning
ACC01263,Mehsana,Kadi PS,2023-02-09 08:51:00,22.896137,73.941952,NH-8,Urban Road,Grievous,2,0,2,1,0,1,2,0,1,1,Pedestrian Hit,Straight Road,Rainy,Night - No Street Light,Poor,Drunk Driving,2023-02-09,2023,2,8,Thursday,Feb,2,0,8,Morning
ACC01264,Vadodara,Fatehgunj PS,2023-12-29 17:14:00,21.483174,74.127223,NH-27,State Highway,Damage Only,4,0,0,0,0,0,0,0,0,0,Side Impact,Junction/Intersection,Cloudy,Daylight,Poor,Unknown,2023-12-29,2023,12,17,Friday,Dec,0,0,0,Afternoon
ACC01265,Gandhinagar,Dehgam PS,2022-02-10 04:22:00,21.299286,70.985327,Airport Road,National Highway,Damage Only,3,0,0,0,0,0,0,0,0,0,Hit & Run,Junction/Intersection,Rainy,Daylight,Moderate,Over Speeding,2022-02-10,2022,2,4,Thursday,Feb,0,0,0,Night
ACC01266,Surat,Piplod PS,2022-10-22 09:15:00,23.092905,71.337147,NH-48,Urban Road,Damage Only,4,0,0,0,0,0,0,0,0,0,Single Vehicle,Junction/Intersection,Hazy,Daylight,Good,Drunk Driving,2022-10-22,2022,10,9,Saturday,Oct,0,0,0,Morning
ACC01269,Vadodara,Fatehgunj PS,2021-01-26 12:02:00,20.998093,71.263876,SH-41,Urban Road,Fatal,2,1,1,0,2,0,0,0,1,0,Side Impact,Pothole Area,Foggy,Daylight,Poor,Signal Jumping,2021-01-26,2021,1,12,Tuesday,Jan,3,3,2,Afternoon
ACC01272,Rajkot,Bhaktinagar PS,2021-07-26 06:14:00,21.772639,74.118748,NH-27,Urban Road,Minor,3,0,0,2,0,0,0,0,0,0,Pedestrian Hit,Curve,Unknown,Night - No Street Light,Poor,No Seatbelt,2021-07-26,2021,7,6,Monday,Jul,1,0,2,Morning
ACC01273,Gandhinagar,Sector 7 PS,2023-10-23 12:19:00,21.470566,73.096223,NH-53,National Highway,Minor,1,0,0,3,0,0,2,0,0,1,Side Impact,Bridge,Cloudy,Night - Street Light On,Poor,Signal Jumping,2023-10-23,2023,10,12,Monday,Oct,1,0,6,Afternoon
ACC01274,Rajkot,Kalawad PS,2023-07-19 20:42:00,24.262589,69.843386,Industrial Road,National Highway,Minor,4,0,0,1,0,0,1,0,0,0,Rollover,Junction/Intersection,Rainy,Dawn/Dusk,Moderate,No Helmet,2023-07-19,2023,7,20,Wednesday,Jul,1,0,2,Evening
ACC01275,Anand,Borsad PS,2023-01-30 10:36:00,21.330551,70.557546,NH-53,State Highway,Fatal,3,0,0,1,1,1,0,1,0,1,Side Impact,Flyover,Unknown,Daylight,Unknown,No Seatbelt,2023-01-30,2023,1,10,Monday,Jan,3,2,3,Morning
ACC01276,Gandhinagar,Kalol PS,2022-07-09 12:27:00,23.167847,71.635516,Expressway,State Highway,Fatal,3,0,2,1,2,1,0,1,1,0,Single Vehicle,Bridge,Rainy,Night - No Street Light,Moderate,Signal Jumping,2022-07-09,2022,7,12,Saturday,Jul,3,3,5,Afternoon
ACC01278,Junagadh,Porbandar PS,2022-05-20 21:36:00,23.710044,71.491919,SH-14,National Highway,Damage Only,3,0,0,0,0,0,0,0,0,0,Rollover,Pothole Area,Rainy,Daylight,Unknown,Drunk Driving,2022-05-20,2022,5,21,Friday,May,0,0,0,Evening
ACC01279,Rajkot,Bhaktinagar PS,2021-06-20 03:25:00,22.470238,71.009999,NH-48,District Road,Grievous,1,0,3,1,0,0,0,0,1,0,Rear-End,Unknown,Rainy,Dawn/Dusk,Moderate,No Seatbelt,2021-06-20,2021,6,3,Sunday,Jun,2,0,5,Night
ACC01281,Bharuch,Jhagadia PS,2021-10-23 23:37:00,23.011039,72.525947,SH-20,Urban Road,Minor,3,0,0,1,0,0,0,0,0,1,Pedestrian Hit,Flyover,Rainy,Daylight,Unknown,Signal Jumping,2021-10-23,2021,10,23,Saturday,Oct,1,0,2,Night
